ID,이름,태그,이동 가능,경작 가능,낚시 가능,건설 가능,파괴 가능,상호작용 가능,바닥,벽,물,깊은 물,공기
2913,Tileset Grass Fall_180,Ground,1,0,0,0,0,0,1,0,0,0,0
2914,Tileset Grass Fall_181,Ground,1,0,0,0,0,0,1,0,0,0,0
2915,Tileset Grass Fall_182,Ground,1,0,0,0,0,0,1,0,0,0,0
2916,Tileset Grass Fall_183,Ground,1,0,0,0,0,0,1,0,0,0,0
2917,Tileset Grass Fall_184,Ground,1,0,0,0,0,0,1,0,0,0,0
2918,Tileset Grass Fall_185,Ground,1,0,0,0,0,0,1,0,0,0,0
2919,Tileset Grass Fall_186,Ground,1,0,0,0,0,0,1,0,0,0,0
2920,Tileset Grass Fall_187,Ground,1,0,0,0,0,0,1,0,0,0,0
2921,Tileset Grass Fall_188,Ground,1,0,0,0,0,0,1,0,0,0,0
2922,Tileset Grass Fall_189,Ground,1,0,0,0,0,0,1,0,0,0,0
2923,Tileset Grass Fall_19,Ground,1,0,0,0,0,0,1,0,0,0,0
2924,Tileset Grass Fall_190,Ground,1,0,0,0,0,0,1,0,0,0,0
2925,Tileset Grass Fall_191,Ground,1,0,0,0,0,0,1,0,0,0,0
2926,Tileset Grass Fall_192,Ground,1,0,0,0,0,0,1,0,0,0,0
2927,Tileset Grass Fall_193,Ground,1,0,0,0,0,0,1,0,0,0,0
2928,Tileset Grass Fall_194,Ground,1,0,0,0,0,0,1,0,0,0,0
2929,Tileset Grass Fall_195,Ground,1,0,0,0,0,0,1,0,0,0,0
2930,Tileset Grass Fall_196,Ground,1,0,0,0,0,0,1,0,0,0,0
2931,Tileset Grass Fall_197,Ground,1,0,0,0,0,0,1,0,0,0,0
2932,Tileset Grass Fall_198,Ground,1,0,0,0,0,0,1,0,0,0,0
2933,Tileset Grass Fall_199,Ground,1,0,0,0,0,0,1,0,0,0,0
2934,Tileset Grass Fall_2,Ground,1,0,0,0,0,0,1,0,0,0,0
2935,Tileset Grass Fall_20,Ground,1,0,0,0,0,0,1,0,0,0,0
2936,Tileset Grass Fall_200,Ground,1,0,0,0,0,0,1,0,0,0,0
2937,Tileset Grass Fall_201,Ground,1,0,0,0,0,0,1,0,0,0,0
2938,Tileset Grass Fall_202,Ground,1,0,0,0,0,0,1,0,0,0,0
2939,Tileset Grass Fall_203,Ground,1,0,0,0,0,0,1,0,0,0,0
2940,Tileset Grass Fall_204,Ground,1,0,0,0,0,0,1,0,0,0,0
2941,Tileset Grass Fall_205,Ground,1,0,0,0,0,0,1,0,0,0,0
2942,Tileset Grass Fall_206,Ground,1,0,0,0,0,0,1,0,0,0,0
2943,Tileset Grass Fall_207,Ground,1,0,0,0,0,0,1,0,0,0,0
2944,Tileset Grass Fall_208,Ground,1,0,0,0,0,0,1,0,0,0,0
2945,Tileset Grass Fall_209,Ground,1,0,0,0,0,0,1,0,0,0,0
2946,Tileset Grass Fall_21,Ground,1,0,0,0,0,0,1,0,0,0,0
2947,Tileset Grass Fall_210,Ground,1,0,0,0,0,0,1,0,0,0,0
2948,Tileset Grass Fall_211,Ground,1,0,0,0,0,0,1,0,0,0,0
2949,Tileset Grass Fall_212,Ground,1,0,0,0,0,0,1,0,0,0,0
2950,Tileset Grass Fall_213,Ground,1,0,0,0,0,0,1,0,0,0,0
2951,Tileset Grass Fall_214,Ground,1,0,0,0,0,0,1,0,0,0,0
2952,Tileset Grass Fall_215,Ground,1,0,0,0,0,0,1,0,0,0,0
2953,Tileset Grass Fall_216,Ground,1,0,0,0,0,0,1,0,0,0,0
2954,Tileset Grass Fall_217,Ground,1,0,0,0,0,0,1,0,0,0,0
2955,Tileset Grass Fall_218,Ground,1,0,0,0,0,0,1,0,0,0,0
2956,Tileset Grass Fall_219,Ground,1,0,0,0,0,0,1,0,0,0,0
2957,Tileset Grass Fall_22,Ground,1,0,0,0,0,0,1,0,0,0,0
2958,Tileset Grass Fall_220,Ground,1,0,0,0,0,0,1,0,0,0,0
2959,Tileset Grass Fall_221,Ground,1,0,0,0,0,0,1,0,0,0,0
2960,Tileset Grass Fall_222,Ground,1,0,0,0,0,0,1,0,0,0,0
2961,Tileset Grass Fall_223,Ground,1,0,0,0,0,0,1,0,0,0,0
2962,Tileset Grass Fall_224,Ground,1,0,0,0,0,0,1,0,0,0,0
2963,Tileset Grass Fall_225,Ground,1,0,0,0,0,0,1,0,0,0,0
2964,Tileset Grass Fall_226,Ground,1,0,0,0,0,0,1,0,0,0,0
2965,Tileset Grass Fall_227,Ground,1,0,0,0,0,0,1,0,0,0,0
2966,Tileset Grass Fall_228,Ground,1,0,0,0,0,0,1,0,0,0,0
2967,Tileset Grass Fall_229,Ground,1,0,0,0,0,0,1,0,0,0,0
2968,Tileset Grass Fall_23,Ground,1,0,0,0,0,0,1,0,0,0,0
2969,Tileset Grass Fall_230,Ground,1,0,0,0,0,0,1,0,0,0,0
2970,Tileset Grass Fall_231,Ground,1,0,0,0,0,0,1,0,0,0,0
2971,Tileset Grass Fall_232,Ground,1,0,0,0,0,0,1,0,0,0,0
2972,Tileset Grass Fall_233,Ground,1,0,0,0,0,0,1,0,0,0,0
2973,Tileset Grass Fall_234,Ground,1,0,0,0,0,0,1,0,0,0,0
2974,Tileset Grass Fall_235,Ground,1,0,0,0,0,0,1,0,0,0,0
2975,Tileset Grass Fall_236,Ground,1,0,0,0,0,0,1,0,0,0,0
2976,Tileset Grass Fall_237,Ground,1,0,0,0,0,0,1,0,0,0,0
2977,Tileset Grass Fall_238,Ground,1,0,0,0,0,0,1,0,0,0,0
2978,Tileset Grass Fall_239,Ground,1,0,0,0,0,0,1,0,0,0,0
2979,Tileset Grass Fall_24,Ground,1,0,0,0,0,0,1,0,0,0,0
2980,Tileset Grass Fall_240,Ground,1,0,0,0,0,0,1,0,0,0,0
2981,Tileset Grass Fall_241,Ground,1,0,0,0,0,0,1,0,0,0,0
2982,Tileset Grass Fall_242,Ground,1,0,0,0,0,0,1,0,0,0,0
2983,Tileset Grass Fall_243,Ground,1,0,0,0,0,0,1,0,0,0,0
2984,Tileset Grass Fall_244,Ground,1,0,0,0,0,0,1,0,0,0,0
2985,Tileset Grass Fall_245,Ground,1,0,0,0,0,0,1,0,0,0,0
2986,Tileset Grass Fall_246,Ground,1,0,0,0,0,0,1,0,0,0,0
2987,Tileset Grass Fall_247,Ground,1,0,0,0,0,0,1,0,0,0,0
2988,Tileset Grass Fall_248,Ground,1,0,0,0,0,0,1,0,0,0,0
2989,Tileset Grass Fall_249,Ground,1,0,0,0,0,0,1,0,0,0,0
2990,Tileset Grass Fall_25,Ground,1,0,0,0,0,0,1,0,0,0,0
2991,Tileset Grass Fall_250,Ground,1,0,0,0,0,0,1,0,0,0,0
2992,Tileset Grass Fall_251,Ground,1,0,0,0,0,0,1,0,0,0,0
2993,Tileset Grass Fall_252,Ground,1,0,0,0,0,0,1,0,0,0,0
2994,Tileset Grass Fall_253,Ground,1,0,0,0,0,0,1,0,0,0,0
2995,Tileset Grass Fall_254,Ground,1,0,0,0,0,0,1,0,0,0,0
2996,Tileset Grass Fall_255,Ground,1,0,0,0,0,0,1,0,0,0,0
2997,Tileset Grass Fall_256,Ground,1,0,0,0,0,0,1,0,0,0,0
2998,Tileset Grass Fall_257,Ground,1,0,0,0,0,0,1,0,0,0,0
2999,Tileset Grass Fall_258,Ground,1,0,0,0,0,0,1,0,0,0,0
3000,Tileset Grass Fall_259,Ground,1,0,0,0,0,0,1,0,0,0,0
3001,Tileset Grass Fall_26,Ground,1,0,0,0,0,0,1,0,0,0,0
3002,Tileset Grass Fall_260,Ground,1,0,0,0,0,0,1,0,0,0,0
3003,Tileset Grass Fall_261,Ground,1,0,0,0,0,0,1,0,0,0,0
3004,Tileset Grass Fall_262,Ground,1,0,0,0,0,0,1,0,0,0,0
3005,Tileset Grass Fall_263,Ground,1,0,0,0,0,0,1,0,0,0,0
3006,Tileset Grass Fall_264,Ground,1,0,0,0,0,0,1,0,0,0,0
3007,Tileset Grass Fall_265,Ground,1,0,0,0,0,0,1,0,0,0,0
3008,Tileset Grass Fall_266,Ground,1,0,0,0,0,0,1,0,0,0,0
3009,Tileset Grass Fall_267,Ground,1,0,0,0,0,0,1,0,0,0,0
3010,Tileset Grass Fall_268,Ground,1,0,0,0,0,0,1,0,0,0,0
3011,Tileset Grass Fall_269,Ground,1,0,0,0,0,0,1,0,0,0,0
3012,Tileset Grass Fall_27,Ground,1,0,0,0,0,0,1,0,0,0,0
3013,Tileset Grass Fall_270,Ground,1,0,0,0,0,0,1,0,0,0,0
3014,Tileset Grass Fall_271,Ground,1,0,0,0,0,0,1,0,0,0,0
3015,Tileset Grass Fall_272,Ground,1,0,0,0,0,0,1,0,0,0,0
3016,Tileset Grass Fall_273,Ground,1,0,0,0,0,0,1,0,0,0,0
3017,Tileset Grass Fall_274,Ground,1,0,0,0,0,0,1,0,0,0,0
3018,Tileset Grass Fall_275,Ground,1,0,0,0,0,0,1,0,0,0,0
3019,Tileset Grass Fall_276,Ground,1,0,0,0,0,0,1,0,0,0,0
3020,Tileset Grass Fall_277,Ground,1,0,0,0,0,0,1,0,0,0,0
3021,Tileset Grass Fall_278,Ground,1,0,0,0,0,0,1,0,0,0,0
3022,Tileset Grass Fall_279,Ground,1,0,0,0,0,0,1,0,0,0,0
3023,Tileset Grass Fall_28,Ground,1,0,0,0,0,0,1,0,0,0,0
3024,Tileset Grass Fall_280,Ground,1,0,0,0,0,0,1,0,0,0,0
3025,Tileset Grass Fall_281,Ground,1,0,0,0,0,0,1,0,0,0,0
3026,Tileset Grass Fall_282,Ground,1,0,0,0,0,0,1,0,0,0,0
3027,Tileset Grass Fall_283,Ground,1,0,0,0,0,0,1,0,0,0,0
3028,Tileset Grass Fall_284,Ground,1,0,0,0,0,0,1,0,0,0,0
3029,Tileset Grass Fall_285,Ground,1,0,0,0,0,0,1,0,0,0,0
3030,Tileset Grass Fall_286,Ground,1,0,0,0,0,0,1,0,0,0,0
3031,Tileset Grass Fall_287,Ground,1,0,0,0,0,0,1,0,0,0,0
3032,Tileset Grass Fall_288,Ground,1,0,0,0,0,0,1,0,0,0,0
3033,Tileset Grass Fall_289,Ground,1,0,0,0,0,0,1,0,0,0,0
3034,Tileset Grass Fall_29,Ground,1,0,0,0,0,0,1,0,0,0,0
3035,Tileset Grass Fall_290,Ground,1,0,0,0,0,0,1,0,0,0,0
3036,Tileset Grass Fall_291,Ground,1,0,0,0,0,0,1,0,0,0,0
3037,Tileset Grass Fall_292,Ground,1,0,0,0,0,0,1,0,0,0,0
3038,Tileset Grass Fall_293,Ground,1,0,0,0,0,0,1,0,0,0,0
3039,Tileset Grass Fall_294,Ground,1,0,0,0,0,0,1,0,0,0,0
3040,Tileset Grass Fall_295,Ground,1,0,0,0,0,0,1,0,0,0,0
3041,Tileset Grass Fall_296,Ground,1,0,0,0,0,0,1,0,0,0,0
3042,Tileset Grass Fall_297,Ground,1,0,0,0,0,0,1,0,0,0,0
3043,Tileset Grass Fall_298,Ground,1,0,0,0,0,0,1,0,0,0,0
3044,Tileset Grass Fall_299,Ground,1,0,0,0,0,0,1,0,0,0,0
3045,Tileset Grass Fall_3,Ground,1,0,0,0,0,0,1,0,0,0,0
3046,Tileset Grass Fall_30,Ground,1,0,0,0,0,0,1,0,0,0,0
3047,Tileset Grass Fall_300,Ground,1,0,0,0,0,0,1,0,0,0,0
3048,Tileset Grass Fall_301,Ground,1,0,0,0,0,0,1,0,0,0,0
3049,Tileset Grass Fall_302,Ground,1,0,0,0,0,0,1,0,0,0,0
3050,Tileset Grass Fall_303,Ground,1,0,0,0,0,0,1,0,0,0,0
3051,Tileset Grass Fall_304,Ground,1,0,0,0,0,0,1,0,0,0,0
3052,Tileset Grass Fall_305,Ground,1,0,0,0,0,0,1,0,0,0,0
3053,Tileset Grass Fall_306,Ground,1,0,0,0,0,0,1,0,0,0,0
3054,Tileset Grass Fall_307,Ground,1,0,0,0,0,0,1,0,0,0,0
3055,Tileset Grass Fall_308,Ground,1,0,0,0,0,0,1,0,0,0,0
3056,Tileset Grass Fall_309,Ground,1,0,0,0,0,0,1,0,0,0,0
3057,Tileset Grass Fall_31,Ground,1,0,0,0,0,0,1,0,0,0,0
3058,Tileset Grass Fall_310,Ground,1,0,0,0,0,0,1,0,0,0,0
3059,Tileset Grass Fall_311,Ground,1,0,0,0,0,0,1,0,0,0,0
3060,Tileset Grass Fall_312,Ground,1,0,0,0,0,0,1,0,0,0,0
3061,Tileset Grass Fall_313,Ground,1,0,0,0,0,0,1,0,0,0,0
3062,Tileset Grass Fall_314,Ground,1,0,0,0,0,0,1,0,0,0,0
3063,Tileset Grass Fall_315,Ground,1,0,0,0,0,0,1,0,0,0,0
3064,Tileset Grass Fall_316,Ground,1,0,0,0,0,0,1,0,0,0,0
3065,Tileset Grass Fall_317,Ground,1,0,0,0,0,0,1,0,0,0,0
3066,Tileset Grass Fall_318,Ground,1,0,0,0,0,0,1,0,0,0,0
3067,Tileset Grass Fall_319,Ground,1,0,0,0,0,0,1,0,0,0,0
3068,Tileset Grass Fall_32,Ground,1,0,0,0,0,0,1,0,0,0,0
3069,Tileset Grass Fall_320,Ground,1,0,0,0,0,0,1,0,0,0,0
3070,Tileset Grass Fall_321,Ground,1,0,0,0,0,0,1,0,0,0,0
3071,Tileset Grass Fall_322,Ground,1,0,0,0,0,0,1,0,0,0,0
3072,Tileset Grass Fall_323,Ground,1,0,0,0,0,0,1,0,0,0,0
3073,Tileset Grass Fall_324,Ground,1,0,0,0,0,0,1,0,0,0,0
3074,Tileset Grass Fall_325,Ground,1,0,0,0,0,0,1,0,0,0,0
3075,Tileset Grass Fall_326,Ground,1,0,0,0,0,0,1,0,0,0,0
3076,Tileset Grass Fall_327,Ground,1,0,0,0,0,0,1,0,0,0,0
3077,Tileset Grass Fall_328,Ground,1,0,0,0,0,0,1,0,0,0,0
3078,Tileset Grass Fall_329,Ground,1,0,0,0,0,0,1,0,0,0,0
3079,Tileset Grass Fall_33,Ground,1,0,0,0,0,0,1,0,0,0,0
3080,Tileset Grass Fall_330,Ground,1,0,0,0,0,0,1,0,0,0,0
3081,Tileset Grass Fall_331,Ground,1,0,0,0,0,0,1,0,0,0,0
3082,Tileset Grass Fall_332,Ground,1,0,0,0,0,0,1,0,0,0,0
3083,Tileset Grass Fall_333,Ground,1,0,0,0,0,0,1,0,0,0,0
3084,Tileset Grass Fall_334,Ground,1,0,0,0,0,0,1,0,0,0,0
3085,Tileset Grass Fall_335,Ground,1,0,0,0,0,0,1,0,0,0,0
3086,Tileset Grass Fall_336,Ground,1,0,0,0,0,0,1,0,0,0,0
3087,Tileset Grass Fall_337,Ground,1,0,0,0,0,0,1,0,0,0,0
3088,Tileset Grass Fall_338,Ground,1,0,0,0,0,0,1,0,0,0,0
3089,Tileset Grass Fall_339,Ground,1,0,0,0,0,0,1,0,0,0,0
3090,Tileset Grass Fall_34,Ground,1,0,0,0,0,0,1,0,0,0,0
3091,Tileset Grass Fall_340,Ground,1,0,0,0,0,0,1,0,0,0,0
3092,Tileset Grass Fall_341,Ground,1,0,0,0,0,0,1,0,0,0,0
3093,Tileset Grass Fall_342,Ground,1,0,0,0,0,0,1,0,0,0,0
3094,Tileset Grass Fall_343,Ground,1,0,0,0,0,0,1,0,0,0,0
3095,Tileset Grass Fall_344,Ground,1,0,0,0,0,0,1,0,0,0,0
3096,Tileset Grass Fall_345,Ground,1,0,0,0,0,0,1,0,0,0,0
3097,Tileset Grass Fall_346,Ground,1,0,0,0,0,0,1,0,0,0,0
3098,Tileset Grass Fall_347,Ground,1,0,0,0,0,0,1,0,0,0,0
3099,Tileset Grass Fall_348,Ground,1,0,0,0,0,0,1,0,0,0,0
3100,Tileset Grass Fall_349,Ground,1,0,0,0,0,0,1,0,0,0,0
3101,Tileset Grass Fall_35,Ground,1,0,0,0,0,0,1,0,0,0,0
3102,Tileset Grass Fall_350,Ground,1,0,0,0,0,0,1,0,0,0,0
3103,Tileset Grass Fall_351,Ground,1,0,0,0,0,0,1,0,0,0,0
3104,Tileset Grass Fall_352,Ground,1,0,0,0,0,0,1,0,0,0,0
3105,Tileset Grass Fall_353,Ground,1,0,0,0,0,0,1,0,0,0,0
3106,Tileset Grass Fall_354,Ground,1,0,0,0,0,0,1,0,0,0,0
3107,Tileset Grass Fall_355,Ground,1,0,0,0,0,0,1,0,0,0,0
3108,Tileset Grass Fall_356,Ground,1,0,0,0,0,0,1,0,0,0,0
3109,Tileset Grass Fall_357,Ground,1,0,0,0,0,0,1,0,0,0,0
3110,Tileset Grass Fall_358,Ground,1,0,0,0,0,0,1,0,0,0,0
3111,Tileset Grass Fall_359,Ground,1,0,0,0,0,0,1,0,0,0,0
3112,Tileset Grass Fall_36,Ground,1,0,0,0,0,0,1,0,0,0,0
3113,Tileset Grass Fall_360,Ground,1,0,0,0,0,0,1,0,0,0,0
3114,Tileset Grass Fall_361,Ground,1,0,0,0,0,0,1,0,0,0,0
3115,Tileset Grass Fall_362,Ground,1,0,0,0,0,0,1,0,0,0,0
3116,Tileset Grass Fall_363,Ground,1,0,0,0,0,0,1,0,0,0,0
3117,Tileset Grass Fall_364,Ground,1,0,0,0,0,0,1,0,0,0,0
3118,Tileset Grass Fall_365,Ground,1,0,0,0,0,0,1,0,0,0,0
3119,Tileset Grass Fall_366,Ground,1,0,0,0,0,0,1,0,0,0,0
3120,Tileset Grass Fall_367,Ground,1,0,0,0,0,0,1,0,0,0,0
3121,Tileset Grass Fall_368,Ground,1,0,0,0,0,0,1,0,0,0,0
3122,Tileset Grass Fall_369,Ground,1,0,0,0,0,0,1,0,0,0,0
3123,Tileset Grass Fall_37,Ground,1,0,0,0,0,0,1,0,0,0,0
3124,Tileset Grass Fall_370,Ground,1,0,0,0,0,0,1,0,0,0,0
3125,Tileset Grass Fall_371,Ground,1,0,0,0,0,0,1,0,0,0,0
3126,Tileset Grass Fall_372,Ground,1,0,0,0,0,0,1,0,0,0,0
3127,Tileset Grass Fall_373,Ground,1,0,0,0,0,0,1,0,0,0,0
3128,Tileset Grass Fall_374,Ground,1,0,0,0,0,0,1,0,0,0,0
3129,Tileset Grass Fall_375,Ground,1,0,0,0,0,0,1,0,0,0,0
3130,Tileset Grass Fall_376,Ground,1,0,0,0,0,0,1,0,0,0,0
3131,Tileset Grass Fall_377,Ground,1,0,0,0,0,0,1,0,0,0,0
3132,Tileset Grass Fall_378,Ground,1,0,0,0,0,0,1,0,0,0,0
3133,Tileset Grass Fall_379,Ground,1,0,0,0,0,0,1,0,0,0,0
3134,Tileset Grass Fall_38,Ground,1,0,0,0,0,0,1,0,0,0,0
3135,Tileset Grass Fall_380,Ground,1,0,0,0,0,0,1,0,0,0,0
3136,Tileset Grass Fall_381,Ground,1,0,0,0,0,0,1,0,0,0,0
3137,Tileset Grass Fall_382,Ground,1,0,0,0,0,0,1,0,0,0,0
3138,Tileset Grass Fall_383,Ground,1,0,0,0,0,0,1,0,0,0,0
3139,Tileset Grass Fall_384,Ground,1,0,0,0,0,0,1,0,0,0,0
3140,Tileset Grass Fall_385,Ground,1,0,0,0,0,0,1,0,0,0,0
3141,Tileset Grass Fall_386,Ground,1,0,0,0,0,0,1,0,0,0,0
3142,Tileset Grass Fall_387,Ground,1,0,0,0,0,0,1,0,0,0,0
3143,Tileset Grass Fall_388,Ground,1,0,0,0,0,0,1,0,0,0,0
3144,Tileset Grass Fall_389,Ground,1,0,0,0,0,0,1,0,0,0,0
3145,Tileset Grass Fall_39,Ground,1,0,0,0,0,0,1,0,0,0,0
3146,Tileset Grass Fall_390,Ground,1,0,0,0,0,0,1,0,0,0,0
3147,Tileset Grass Fall_391,Ground,1,0,0,0,0,0,1,0,0,0,0
3148,Tileset Grass Fall_392,Ground,1,0,0,0,0,0,1,0,0,0,0
3149,Tileset Grass Fall_393,Ground,1,0,0,0,0,0,1,0,0,0,0
3150,Tileset Grass Fall_394,Ground,1,0,0,0,0,0,1,0,0,0,0
3151,Tileset Grass Fall_395,Ground,1,0,0,0,0,0,1,0,0,0,0
3152,Tileset Grass Fall_396,Ground,1,0,0,0,0,0,1,0,0,0,0
3153,Tileset Grass Fall_397,Ground,1,0,0,0,0,0,1,0,0,0,0
3154,Tileset Grass Fall_398,Ground,1,0,0,0,0,0,1,0,0,0,0
3155,Tileset Grass Fall_399,Ground,1,0,0,0,0,0,1,0,0,0,0
3156,Tileset Grass Fall_4,Ground,1,0,0,0,0,0,1,0,0,0,0
3157,Tileset Grass Fall_40,Ground,1,0,0,0,0,0,1,0,0,0,0
3158,Tileset Grass Fall_400,Ground,1,0,0,0,0,0,1,0,0,0,0
3159,Tileset Grass Fall_401,Ground,1,0,0,0,0,0,1,0,0,0,0
3160,Tileset Grass Fall_402,Ground,1,0,0,0,0,0,1,0,0,0,0
3161,Tileset Grass Fall_403,Ground,1,0,0,0,0,0,1,0,0,0,0
3162,Tileset Grass Fall_404,Ground,1,0,0,0,0,0,1,0,0,0,0
3163,Tileset Grass Fall_405,Ground,1,0,0,0,0,0,1,0,0,0,0
3164,Tileset Grass Fall_406,Ground,1,0,0,0,0,0,1,0,0,0,0
3165,Tileset Grass Fall_407,Ground,1,0,0,0,0,0,1,0,0,0,0
3166,Tileset Grass Fall_408,Ground,1,0,0,0,0,0,1,0,0,0,0
3167,Tileset Grass Fall_409,Ground,1,0,0,0,0,0,1,0,0,0,0
3168,Tileset Grass Fall_41,Ground,1,0,0,0,0,0,1,0,0,0,0
3169,Tileset Grass Fall_410,Ground,1,0,0,0,0,0,1,0,0,0,0
3170,Tileset Grass Fall_411,Ground,1,0,0,0,0,0,1,0,0,0,0
3171,Tileset Grass Fall_412,Ground,1,0,0,0,0,0,1,0,0,0,0
3172,Tileset Grass Fall_413,Ground,1,0,0,0,0,0,1,0,0,0,0
3173,Tileset Grass Fall_414,Ground,1,0,0,0,0,0,1,0,0,0,0
3174,Tileset Grass Fall_415,Ground,1,0,0,0,0,0,1,0,0,0,0
3175,Tileset Grass Fall_416,Ground,1,0,0,0,0,0,1,0,0,0,0
3176,Tileset Grass Fall_417,Ground,1,0,0,0,0,0,1,0,0,0,0
3177,Tileset Grass Fall_418,Ground,1,0,0,0,0,0,1,0,0,0,0
3178,Tileset Grass Fall_419,Ground,1,0,0,0,0,0,1,0,0,0,0
3179,Tileset Grass Fall_42,Ground,1,0,0,0,0,0,1,0,0,0,0
3180,Tileset Grass Fall_420,Ground,1,0,0,0,0,0,1,0,0,0,0
3181,Tileset Grass Fall_421,Ground,1,0,0,0,0,0,1,0,0,0,0
3182,Tileset Grass Fall_422,Ground,1,0,0,0,0,0,1,0,0,0,0
3183,Tileset Grass Fall_423,Ground,1,0,0,0,0,0,1,0,0,0,0
3184,Tileset Grass Fall_424,Ground,1,0,0,0,0,0,1,0,0,0,0
3185,Tileset Grass Fall_425,Ground,1,0,0,0,0,0,1,0,0,0,0
3186,Tileset Grass Fall_426,Ground,1,0,0,0,0,0,1,0,0,0,0
3187,Tileset Grass Fall_427,Ground,1,0,0,0,0,0,1,0,0,0,0
3188,Tileset Grass Fall_428,Ground,1,0,0,0,0,0,1,0,0,0,0
3189,Tileset Grass Fall_429,Ground,1,0,0,0,0,0,1,0,0,0,0
3190,Tileset Grass Fall_43,Ground,1,0,0,0,0,0,1,0,0,0,0
3191,Tileset Grass Fall_430,Ground,1,0,0,0,0,0,1,0,0,0,0
3192,Tileset Grass Fall_431,Ground,1,0,0,0,0,0,1,0,0,0,0
3193,Tileset Grass Fall_432,Ground,1,0,0,0,0,0,1,0,0,0,0
3194,Tileset Grass Fall_433,Ground,1,0,0,0,0,0,1,0,0,0,0
3195,Tileset Grass Fall_434,Ground,1,0,0,0,0,0,1,0,0,0,0
3196,Tileset Grass Fall_435,Ground,1,0,0,0,0,0,1,0,0,0,0
3197,Tileset Grass Fall_436,Ground,1,0,0,0,0,0,1,0,0,0,0
3198,Tileset Grass Fall_437,Ground,1,0,0,0,0,0,1,0,0,0,0
3199,Tileset Grass Fall_438,Ground,1,0,0,0,0,0,1,0,0,0,0
3200,Tileset Grass Fall_439,Ground,1,0,0,0,0,0,1,0,0,0,0
3201,Tileset Grass Fall_44,Ground,1,0,0,0,0,0,1,0,0,0,0
3202,Tileset Grass Fall_440,Ground,1,0,0,0,0,0,1,0,0,0,0
3203,Tileset Grass Fall_441,Ground,1,0,0,0,0,0,1,0,0,0,0
3204,Tileset Grass Fall_442,Ground,1,0,0,0,0,0,1,0,0,0,0
3205,Tileset Grass Fall_443,Ground,1,0,0,0,0,0,1,0,0,0,0
3206,Tileset Grass Fall_444,Ground,1,0,0,0,0,0,1,0,0,0,0
3207,Tileset Grass Fall_445,Ground,1,0,0,0,0,0,1,0,0,0,0
3208,Tileset Grass Fall_446,Ground,1,0,0,0,0,0,1,0,0,0,0
3209,Tileset Grass Fall_447,Ground,1,0,0,0,0,0,1,0,0,0,0
3210,Tileset Grass Fall_448,Ground,1,0,0,0,0,0,1,0,0,0,0
3211,Tileset Grass Fall_449,Ground,1,0,0,0,0,0,1,0,0,0,0
3212,Tileset Grass Fall_45,Ground,1,0,0,0,0,0,1,0,0,0,0
3213,Tileset Grass Fall_450,Ground,1,0,0,0,0,0,1,0,0,0,0
3214,Tileset Grass Fall_451,Ground,1,0,0,0,0,0,1,0,0,0,0
3215,Tileset Grass Fall_452,Ground,1,0,0,0,0,0,1,0,0,0,0
3216,Tileset Grass Fall_453,Ground,1,0,0,0,0,0,1,0,0,0,0
3217,Tileset Grass Fall_454,Ground,1,0,0,0,0,0,1,0,0,0,0
3218,Tileset Grass Fall_455,Ground,1,0,0,0,0,0,1,0,0,0,0
3219,Tileset Grass Fall_456,Ground,1,0,0,0,0,0,1,0,0,0,0
3220,Tileset Grass Fall_457,Ground,1,0,0,0,0,0,1,0,0,0,0
3221,Tileset Grass Fall_458,Ground,1,0,0,0,0,0,1,0,0,0,0
3222,Tileset Grass Fall_459,Ground,1,0,0,0,0,0,1,0,0,0,0
3223,Tileset Grass Fall_46,Ground,1,0,0,0,0,0,1,0,0,0,0
3224,Tileset Grass Fall_460,Ground,1,0,0,0,0,0,1,0,0,0,0
3225,Tileset Grass Fall_461,Ground,1,0,0,0,0,0,1,0,0,0,0
3226,Tileset Grass Fall_462,Ground,1,0,0,0,0,0,1,0,0,0,0
3227,Tileset Grass Fall_463,Ground,1,0,0,0,0,0,1,0,0,0,0
3228,Tileset Grass Fall_464,Ground,1,0,0,0,0,0,1,0,0,0,0
3229,Tileset Grass Fall_465,Ground,1,0,0,0,0,0,1,0,0,0,0
3230,Tileset Grass Fall_466,Ground,1,0,0,0,0,0,1,0,0,0,0
3231,Tileset Grass Fall_467,Ground,1,0,0,0,0,0,1,0,0,0,0
3232,Tileset Grass Fall_468,Ground,1,0,0,0,0,0,1,0,0,0,0
3233,Tileset Grass Fall_469,Ground,1,0,0,0,0,0,1,0,0,0,0
3234,Tileset Grass Fall_47,Ground,1,0,0,0,0,0,1,0,0,0,0
3235,Tileset Grass Fall_470,Ground,1,0,0,0,0,0,1,0,0,0,0
3236,Tileset Grass Fall_471,Ground,1,0,0,0,0,0,1,0,0,0,0
3237,Tileset Grass Fall_472,Ground,1,0,0,0,0,0,1,0,0,0,0
3238,Tileset Grass Fall_473,Ground,1,0,0,0,0,0,1,0,0,0,0
3239,Tileset Grass Fall_474,Ground,1,0,0,0,0,0,1,0,0,0,0
3240,Tileset Grass Fall_475,Ground,1,0,0,0,0,0,1,0,0,0,0
3241,Tileset Grass Fall_476,Ground,1,0,0,0,0,0,1,0,0,0,0
3242,Tileset Grass Fall_477,Ground,1,0,0,0,0,0,1,0,0,0,0
3243,Tileset Grass Fall_478,Ground,1,0,0,0,0,0,1,0,0,0,0
