ID,이름,태그,이동 가능,경작 가능,낚시 가능,건설 가능,상호작용 가능,바다 낚시 가능
3948,Tileset Grass Cliff Tileset Winter_105,Ground,0,0,0,0,0,0
3949,Tileset Grass Cliff Tileset Winter_106,Ground,0,0,0,0,0,0
3950,Tileset Grass Cliff Tileset Winter_107,Ground,0,0,0,0,0,0
3951,Tileset Grass Cliff Tileset Winter_108,Ground,0,0,0,0,0,0
3952,Tileset Grass Cliff Tileset Winter_109,Ground,0,0,0,0,0,0
3953,Tileset Grass Cliff Tileset Winter_11,Ground,0,0,0,0,0,0
3954,Tileset Grass Cliff Tileset Winter_110,Ground,0,0,0,0,0,0
3955,Tileset Grass Cliff Tileset Winter_111,Ground,0,0,0,0,0,0
3956,Tileset Grass Cliff Tileset Winter_112,Ground,0,0,0,0,0,0
3957,Tileset Grass Cliff Tileset Winter_113,Ground,0,0,0,0,0,0
3958,Tileset Grass Cliff Tileset Winter_114,Ground,0,0,0,0,0,0
3959,Tileset Grass Cliff Tileset Winter_115,Ground,0,0,0,0,0,0
3960,Tileset Grass Cliff Tileset Winter_116,Ground,0,0,0,0,0,0
3961,Tileset Grass Cliff Tileset Winter_117,Ground,0,0,0,0,0,0
3962,Tileset Grass Cliff Tileset Winter_118,Ground,0,0,0,0,0,0
3963,Tileset Grass Cliff Tileset Winter_119,Ground,0,0,0,0,0,0
3964,Tileset Grass Cliff Tileset Winter_12,Ground,0,0,0,0,0,0
3965,Tileset Grass Cliff Tileset Winter_120,Ground,0,0,0,0,0,0
3966,Tileset Grass Cliff Tileset Winter_121,Ground,0,0,0,0,0,0
3967,Tileset Grass Cliff Tileset Winter_122,Ground,0,0,0,0,0,0
3968,Tileset Grass Cliff Tileset Winter_123,Ground,0,0,0,0,0,0
3969,Tileset Grass Cliff Tileset Winter_124,Ground,0,0,0,0,0,0
3970,Tileset Grass Cliff Tileset Winter_125,Ground,0,0,0,0,0,0
3971,Tileset Grass Cliff Tileset Winter_126,Ground,0,0,0,0,0,0
3972,Tileset Grass Cliff Tileset Winter_127,Ground,0,0,0,0,0,0
3973,Tileset Grass Cliff Tileset Winter_128,Ground,0,0,0,0,0,0
3974,Tileset Grass Cliff Tileset Winter_129,Ground,0,0,0,0,0,0
3975,Tileset Grass Cliff Tileset Winter_13,Ground,0,0,0,0,0,0
3976,Tileset Grass Cliff Tileset Winter_130,Ground,0,0,0,0,0,0
3977,Tileset Grass Cliff Tileset Winter_131,Ground,0,0,0,0,0,0
3978,Tileset Grass Cliff Tileset Winter_132,Ground,0,0,0,0,0,0
3979,Tileset Grass Cliff Tileset Winter_133,Ground,0,0,0,0,0,0
3980,Tileset Grass Cliff Tileset Winter_134,Ground,0,0,0,0,0,0
3981,Tileset Grass Cliff Tileset Winter_135,Ground,0,0,0,0,0,0
3982,Tileset Grass Cliff Tileset Winter_136,Ground,0,0,0,0,0,0
3983,Tileset Grass Cliff Tileset Winter_137,Ground,0,0,0,0,0,0
3984,Tileset Grass Cliff Tileset Winter_138,Ground,0,0,0,0,0,0
3985,Tileset Grass Cliff Tileset Winter_139,Ground,0,0,0,0,0,0
3986,Tileset Grass Cliff Tileset Winter_14,Ground,0,0,0,0,0,0
3987,Tileset Grass Cliff Tileset Winter_140,Ground,0,0,0,0,0,0
3988,Tileset Grass Cliff Tileset Winter_141,Ground,0,0,0,0,0,0
3989,Tileset Grass Cliff Tileset Winter_142,Ground,0,0,0,0,0,0
3990,Tileset Grass Cliff Tileset Winter_143,Ground,0,0,0,0,0,0
3991,Tileset Grass Cliff Tileset Winter_144,Ground,0,0,0,0,0,0
3992,Tileset Grass Cliff Tileset Winter_145,Ground,0,0,0,0,0,0
3993,Tileset Grass Cliff Tileset Winter_146,Ground,0,0,0,0,0,0
3994,Tileset Grass Cliff Tileset Winter_147,Ground,0,0,0,0,0,0
3995,Tileset Grass Cliff Tileset Winter_148,Ground,0,0,0,0,0,0
3996,Tileset Grass Cliff Tileset Winter_149,Ground,0,0,0,0,0,0
3997,Tileset Grass Cliff Tileset Winter_15,Ground,0,0,0,0,0,0
3998,Tileset Grass Cliff Tileset Winter_150,Ground,0,0,0,0,0,0
3999,Tileset Grass Cliff Tileset Winter_151,Ground,0,0,0,0,0,0
4000,Tileset Grass Cliff Tileset Winter_152,Ground,0,0,0,0,0,0
4001,Tileset Grass Cliff Tileset Winter_153,Ground,0,0,0,0,0,0
4002,Tileset Grass Cliff Tileset Winter_154,Ground,0,0,0,0,0,0
4003,Tileset Grass Cliff Tileset Winter_155,Ground,0,0,0,0,0,0
4004,Tileset Grass Cliff Tileset Winter_156,Ground,0,0,0,0,0,0
4005,Tileset Grass Cliff Tileset Winter_157,Ground,0,0,0,0,0,0
4006,Tileset Grass Cliff Tileset Winter_158,Ground,0,0,0,0,0,0
4007,Tileset Grass Cliff Tileset Winter_159,Ground,0,0,0,0,0,0
4008,Tileset Grass Cliff Tileset Winter_16,Ground,0,0,0,0,0,0
4009,Tileset Grass Cliff Tileset Winter_160,Ground,0,0,0,0,0,0
4010,Tileset Grass Cliff Tileset Winter_161,Ground,0,0,0,0,0,0
4011,Tileset Grass Cliff Tileset Winter_162,Ground,0,0,0,0,0,0
4012,Tileset Grass Cliff Tileset Winter_163,Ground,0,0,0,0,0,0
4013,Tileset Grass Cliff Tileset Winter_164,Ground,0,0,0,0,0,0
4014,Tileset Grass Cliff Tileset Winter_165,Ground,0,0,0,0,0,0
4015,Tileset Grass Cliff Tileset Winter_166,Ground,0,0,0,0,0,0
4016,Tileset Grass Cliff Tileset Winter_167,Ground,0,0,0,0,0,0
4017,Tileset Grass Cliff Tileset Winter_168,Ground,0,0,0,0,0,0
4018,Tileset Grass Cliff Tileset Winter_169,Ground,0,0,0,0,0,0
4019,Tileset Grass Cliff Tileset Winter_17,Ground,0,0,0,0,0,0
4020,Tileset Grass Cliff Tileset Winter_170,Ground,0,0,0,0,0,0
4021,Tileset Grass Cliff Tileset Winter_171,Ground,0,0,0,0,0,0
4022,Tileset Grass Cliff Tileset Winter_172,Ground,0,0,0,0,0,0
4023,Tileset Grass Cliff Tileset Winter_173,Ground,0,0,0,0,0,0
4024,Tileset Grass Cliff Tileset Winter_174,Ground,0,0,0,0,0,0
4025,Tileset Grass Cliff Tileset Winter_175,Ground,0,0,0,0,0,0
4026,Tileset Grass Cliff Tileset Winter_176,Ground,0,0,0,0,0,0
4027,Tileset Grass Cliff Tileset Winter_177,Ground,0,0,0,0,0,0
4028,Tileset Grass Cliff Tileset Winter_178,Ground,0,0,0,0,0,0
4029,Tileset Grass Cliff Tileset Winter_179,Ground,0,0,0,0,0,0
4030,Tileset Grass Cliff Tileset Winter_18,Ground,0,0,0,0,0,0
4031,Tileset Grass Cliff Tileset Winter_180,Ground,0,0,0,0,0,0
4032,Tileset Grass Cliff Tileset Winter_181,Ground,0,0,0,0,0,0
4033,Tileset Grass Cliff Tileset Winter_182,Ground,0,0,0,0,0,0
4034,Tileset Grass Cliff Tileset Winter_183,Ground,0,0,0,0,0,0
4035,Tileset Grass Cliff Tileset Winter_184,Ground,0,0,0,0,0,0
4036,Tileset Grass Cliff Tileset Winter_185,Ground,0,0,0,0,0,0
4037,Tileset Grass Cliff Tileset Winter_186,Ground,0,0,0,0,0,0
4038,Tileset Grass Cliff Tileset Winter_187,Ground,0,0,0,0,0,0
4039,Tileset Grass Cliff Tileset Winter_188,Ground,0,0,0,0,0,0
4040,Tileset Grass Cliff Tileset Winter_189,Ground,0,0,0,0,0,0
4041,Tileset Grass Cliff Tileset Winter_19,Ground,0,0,0,0,0,0
4042,Tileset Grass Cliff Tileset Winter_190,Ground,0,0,0,0,0,0
4043,Tileset Grass Cliff Tileset Winter_191,Ground,0,0,0,0,0,0
4044,Tileset Grass Cliff Tileset Winter_192,Ground,0,0,0,0,0,0
4045,Tileset Grass Cliff Tileset Winter_193,Ground,0,0,0,0,0,0
4046,Tileset Grass Cliff Tileset Winter_194,Ground,0,0,0,0,0,0
4047,Tileset Grass Cliff Tileset Winter_195,Ground,0,0,0,0,0,0
4048,Tileset Grass Cliff Tileset Winter_196,Ground,0,0,0,0,0,0
4049,Tileset Grass Cliff Tileset Winter_197,Ground,0,0,0,0,0,0
4050,Tileset Grass Cliff Tileset Winter_198,Ground,0,0,0,0,0,0
4051,Tileset Grass Cliff Tileset Winter_199,Ground,0,0,0,0,0,0
4052,Tileset Grass Cliff Tileset Winter_2,Ground,0,0,0,0,0,0
4053,Tileset Grass Cliff Tileset Winter_20,Ground,0,0,0,0,0,0
4054,Tileset Grass Cliff Tileset Winter_200,Ground,0,0,0,0,0,0
4055,Tileset Grass Cliff Tileset Winter_201,Ground,0,0,0,0,0,0
4056,Tileset Grass Cliff Tileset Winter_202,Ground,0,0,0,0,0,0
4057,Tileset Grass Cliff Tileset Winter_203,Ground,0,0,0,0,0,0
4058,Tileset Grass Cliff Tileset Winter_204,Ground,0,0,0,0,0,0
4059,Tileset Grass Cliff Tileset Winter_205,Ground,0,0,0,0,0,0
4060,Tileset Grass Cliff Tileset Winter_206,Ground,0,0,0,0,0,0
4061,Tileset Grass Cliff Tileset Winter_207,Ground,0,0,0,0,0,0
4062,Tileset Grass Cliff Tileset Winter_208,Ground,0,0,0,0,0,0
4063,Tileset Grass Cliff Tileset Winter_209,Ground,0,0,0,0,0,0
4064,Tileset Grass Cliff Tileset Winter_21,Ground,0,0,0,0,0,0
4065,Tileset Grass Cliff Tileset Winter_210,Ground,0,0,0,0,0,0
4066,Tileset Grass Cliff Tileset Winter_211,Ground,0,0,0,0,0,0
4067,Tileset Grass Cliff Tileset Winter_212,Ground,0,0,0,0,0,0
4068,Tileset Grass Cliff Tileset Winter_213,Ground,0,0,0,0,0,0
4069,Tileset Grass Cliff Tileset Winter_214,Ground,0,0,0,0,0,0
4070,Tileset Grass Cliff Tileset Winter_215,Ground,0,0,0,0,0,0
4071,Tileset Grass Cliff Tileset Winter_216,Ground,0,0,0,0,0,0
4072,Tileset Grass Cliff Tileset Winter_217,Ground,0,0,0,0,0,0
4073,Tileset Grass Cliff Tileset Winter_218,Ground,0,0,0,0,0,0
4074,Tileset Grass Cliff Tileset Winter_219,Ground,0,0,0,0,0,0
4075,Tileset Grass Cliff Tileset Winter_22,Ground,0,0,0,0,0,0
4076,Tileset Grass Cliff Tileset Winter_220,Ground,0,0,0,0,0,0
4077,Tileset Grass Cliff Tileset Winter_221,Ground,0,0,0,0,0,0
4078,Tileset Grass Cliff Tileset Winter_222,Ground,0,0,0,0,0,0
4079,Tileset Grass Cliff Tileset Winter_223,Ground,0,0,0,0,0,0
4080,Tileset Grass Cliff Tileset Winter_224,Ground,0,0,0,0,0,0
4081,Tileset Grass Cliff Tileset Winter_225,Ground,0,0,0,0,0,0
4082,Tileset Grass Cliff Tileset Winter_226,Ground,0,0,0,0,0,0
4083,Tileset Grass Cliff Tileset Winter_227,Ground,0,0,0,0,0,0
4084,Tileset Grass Cliff Tileset Winter_228,Ground,0,0,0,0,0,0
4085,Tileset Grass Cliff Tileset Winter_229,Ground,0,0,0,0,0,0
4086,Tileset Grass Cliff Tileset Winter_23,Ground,0,0,0,0,0,0
4087,Tileset Grass Cliff Tileset Winter_230,Ground,0,0,0,0,0,0
4088,Tileset Grass Cliff Tileset Winter_231,Ground,0,0,0,0,0,0
4089,Tileset Grass Cliff Tileset Winter_232,Ground,0,0,0,0,0,0
4090,Tileset Grass Cliff Tileset Winter_233,Ground,0,0,0,0,0,0
4091,Tileset Grass Cliff Tileset Winter_234,Ground,0,0,0,0,0,0
4092,Tileset Grass Cliff Tileset Winter_235,Ground,0,0,0,0,0,0
4093,Tileset Grass Cliff Tileset Winter_236,Ground,0,0,0,0,0,0
4094,Tileset Grass Cliff Tileset Winter_237,Ground,0,0,0,0,0,0
4095,Tileset Grass Cliff Tileset Winter_238,Ground,0,0,0,0,0,0
4096,Tileset Grass Cliff Tileset Winter_239,Ground,0,0,0,0,0,0
4097,Tileset Grass Cliff Tileset Winter_24,Ground,0,0,0,0,0,0
4098,Tileset Grass Cliff Tileset Winter_240,Ground,0,0,0,0,0,0
4099,Tileset Grass Cliff Tileset Winter_241,Ground,0,0,0,0,0,0
4100,Tileset Grass Cliff Tileset Winter_242,Ground,0,0,0,0,0,0
4101,Tileset Grass Cliff Tileset Winter_243,Ground,0,0,0,0,0,0
4102,Tileset Grass Cliff Tileset Winter_244,Ground,0,0,0,0,0,0
4103,Tileset Grass Cliff Tileset Winter_245,Ground,0,0,0,0,0,0
4104,Tileset Grass Cliff Tileset Winter_246,Ground,0,0,0,0,0,0
4105,Tileset Grass Cliff Tileset Winter_247,Ground,0,0,0,0,0,0
4106,Tileset Grass Cliff Tileset Winter_248,Ground,0,0,0,0,0,0
4107,Tileset Grass Cliff Tileset Winter_249,Ground,0,0,0,0,0,0
4108,Tileset Grass Cliff Tileset Winter_25,Ground,0,0,0,0,0,0
4109,Tileset Grass Cliff Tileset Winter_250,Ground,0,0,0,0,0,0
4110,Tileset Grass Cliff Tileset Winter_251,Ground,0,0,0,0,0,0
4111,Tileset Grass Cliff Tileset Winter_252,Ground,0,0,0,0,0,0
4112,Tileset Grass Cliff Tileset Winter_253,Ground,0,0,0,0,0,0
4113,Tileset Grass Cliff Tileset Winter_254,Ground,0,0,0,0,0,0
4114,Tileset Grass Cliff Tileset Winter_255,Ground,0,0,0,0,0,0
4115,Tileset Grass Cliff Tileset Winter_256,Ground,0,0,0,0,0,0
4116,Tileset Grass Cliff Tileset Winter_257,Ground,0,0,0,0,0,0
4117,Tileset Grass Cliff Tileset Winter_258,Ground,0,0,0,0,0,0
4118,Tileset Grass Cliff Tileset Winter_259,Ground,0,0,0,0,0,0
4119,Tileset Grass Cliff Tileset Winter_26,Ground,0,0,0,0,0,0
4120,Tileset Grass Cliff Tileset Winter_260,Ground,0,0,0,0,0,0
4121,Tileset Grass Cliff Tileset Winter_261,Ground,0,0,0,0,0,0
4122,Tileset Grass Cliff Tileset Winter_262,Ground,0,0,0,0,0,0
4123,Tileset Grass Cliff Tileset Winter_263,Ground,0,0,0,0,0,0
4124,Tileset Grass Cliff Tileset Winter_264,Ground,0,0,0,0,0,0
4125,Tileset Grass Cliff Tileset Winter_265,Ground,0,0,0,0,0,0
4126,Tileset Grass Cliff Tileset Winter_266,Ground,0,0,0,0,0,0
4127,Tileset Grass Cliff Tileset Winter_267,Ground,0,0,0,0,0,0
4128,Tileset Grass Cliff Tileset Winter_268,Ground,0,0,0,0,0,0
4129,Tileset Grass Cliff Tileset Winter_269,Ground,0,0,0,0,0,0
4130,Tileset Grass Cliff Tileset Winter_27,Ground,0,0,0,0,0,0
4131,Tileset Grass Cliff Tileset Winter_270,Ground,0,0,0,0,0,0
4132,Tileset Grass Cliff Tileset Winter_271,Ground,0,0,0,0,0,0
4133,Tileset Grass Cliff Tileset Winter_272,Ground,0,0,0,0,0,0
4134,Tileset Grass Cliff Tileset Winter_273,Ground,0,0,0,0,0,0
4135,Tileset Grass Cliff Tileset Winter_274,Ground,0,0,0,0,0,0
4136,Tileset Grass Cliff Tileset Winter_275,Ground,0,0,0,0,0,0
4137,Tileset Grass Cliff Tileset Winter_28,Ground,0,0,0,0,0,0
4138,Tileset Grass Cliff Tileset Winter_29,Ground,0,0,0,0,0,0
4139,Tileset Grass Cliff Tileset Winter_3,Ground,0,0,0,0,0,0
4140,Tileset Grass Cliff Tileset Winter_30,Ground,0,0,0,0,0,0
4141,Tileset Grass Cliff Tileset Winter_31,Ground,0,0,0,0,0,0
4142,Tileset Grass Cliff Tileset Winter_32,Ground,0,0,0,0,0,0
4143,Tileset Grass Cliff Tileset Winter_33,Ground,0,0,0,0,0,0
4144,Tileset Grass Cliff Tileset Winter_34,Ground,0,0,0,0,0,0
4145,Tileset Grass Cliff Tileset Winter_35,Ground,0,0,0,0,0,0
4146,Tileset Grass Cliff Tileset Winter_36,Ground,0,0,0,0,0,0
4147,Tileset Grass Cliff Tileset Winter_37,Ground,0,0,0,0,0,0
4148,Tileset Grass Cliff Tileset Winter_38,Ground,0,0,0,0,0,0
4149,Tileset Grass Cliff Tileset Winter_39,Ground,0,0,0,0,0,0
4150,Tileset Grass Cliff Tileset Winter_4,Ground,0,0,0,0,0,0
4151,Tileset Grass Cliff Tileset Winter_40,Ground,0,0,0,0,0,0
4152,Tileset Grass Cliff Tileset Winter_41,Ground,0,0,0,0,0,0
4153,Tileset Grass Cliff Tileset Winter_42,Ground,0,0,0,0,0,0
4154,Tileset Grass Cliff Tileset Winter_43,Ground,0,0,0,0,0,0
4155,Tileset Grass Cliff Tileset Winter_44,Ground,0,0,0,0,0,0
4156,Tileset Grass Cliff Tileset Winter_45,Ground,0,0,0,0,0,0
4157,Tileset Grass Cliff Tileset Winter_46,Ground,0,0,0,0,0,0
4158,Tileset Grass Cliff Tileset Winter_47,Ground,0,0,0,0,0,0
4159,Tileset Grass Cliff Tileset Winter_48,Ground,0,0,0,0,0,0
4160,Tileset Grass Cliff Tileset Winter_49,Ground,0,0,0,0,0,0
4161,Tileset Grass Cliff Tileset Winter_5,Ground,0,0,0,0,0,0
4162,Tileset Grass Cliff Tileset Winter_50,Ground,0,0,0,0,0,0
4163,Tileset Grass Cliff Tileset Winter_51,Ground,0,0,0,0,0,0
4164,Tileset Grass Cliff Tileset Winter_52,Ground,0,0,0,0,0,0
4165,Tileset Grass Cliff Tileset Winter_53,Ground,0,0,0,0,0,0
4166,Tileset Grass Cliff Tileset Winter_54,Ground,0,0,0,0,0,0
4167,Tileset Grass Cliff Tileset Winter_55,Ground,0,0,0,0,0,0
4168,Tileset Grass Cliff Tileset Winter_56,Ground,0,0,0,0,0,0
4169,Tileset Grass Cliff Tileset Winter_57,Ground,0,0,0,0,0,0
4170,Tileset Grass Cliff Tileset Winter_58,Ground,0,0,0,0,0,0
4171,Tileset Grass Cliff Tileset Winter_59,Ground,0,0,0,0,0,0
4172,Tileset Grass Cliff Tileset Winter_6,Ground,0,0,0,0,0,0
4173,Tileset Grass Cliff Tileset Winter_60,Ground,0,0,0,0,0,0
4174,Tileset Grass Cliff Tileset Winter_61,Ground,0,0,0,0,0,0
4175,Tileset Grass Cliff Tileset Winter_62,Ground,0,0,0,0,0,0
4176,Tileset Grass Cliff Tileset Winter_63,Ground,0,0,0,0,0,0
4177,Tileset Grass Cliff Tileset Winter_64,Ground,0,0,0,0,0,0
4178,Tileset Grass Cliff Tileset Winter_65,Ground,0,0,0,0,0,0
4179,Tileset Grass Cliff Tileset Winter_66,Ground,0,0,0,0,0,0
4180,Tileset Grass Cliff Tileset Winter_67,Ground,0,0,0,0,0,0
4181,Tileset Grass Cliff Tileset Winter_68,Ground,0,0,0,0,0,0
4182,Tileset Grass Cliff Tileset Winter_69,Ground,0,0,0,0,0,0
4183,Tileset Grass Cliff Tileset Winter_7,Ground,0,0,0,0,0,0
4184,Tileset Grass Cliff Tileset Winter_70,Ground,0,0,0,0,0,0
4185,Tileset Grass Cliff Tileset Winter_71,Ground,0,0,0,0,0,0
4186,Tileset Grass Cliff Tileset Winter_72,Ground,0,0,0,0,0,0
4187,Tileset Grass Cliff Tileset Winter_73,Ground,0,0,0,0,0,0
4188,Tileset Grass Cliff Tileset Winter_74,Ground,0,0,0,0,0,0
4189,Tileset Grass Cliff Tileset Winter_75,Ground,0,0,0,0,0,0
4190,Tileset Grass Cliff Tileset Winter_76,Ground,0,0,0,0,0,0
4191,Tileset Grass Cliff Tileset Winter_77,Ground,0,0,0,0,0,0
4192,Tileset Grass Cliff Tileset Winter_78,Ground,0,0,0,0,0,0
4193,Tileset Grass Cliff Tileset Winter_79,Ground,0,0,0,0,0,0
4194,Tileset Grass Cliff Tileset Winter_8,Ground,0,0,0,0,0,0
4195,Tileset Grass Cliff Tileset Winter_80,Ground,0,0,0,0,0,0
4196,Tileset Grass Cliff Tileset Winter_81,Ground,0,0,0,0,0,0
4197,Tileset Grass Cliff Tileset Winter_82,Ground,0,0,0,0,0,0
4198,Tileset Grass Cliff Tileset Winter_83,Ground,0,0,0,0,0,0
4199,Tileset Grass Cliff Tileset Winter_84,Ground,0,0,0,0,0,0
4200,Tileset Grass Cliff Tileset Winter_85,Ground,0,0,0,0,0,0
4201,Tileset Grass Cliff Tileset Winter_86,Ground,0,0,0,0,0,0
4202,Tileset Grass Cliff Tileset Winter_87,Ground,0,0,0,0,0,0
4203,Tileset Grass Cliff Tileset Winter_88,Ground,0,0,0,0,0,0
4204,Tileset Grass Cliff Tileset Winter_89,Ground,0,0,0,0,0,0
4205,Tileset Grass Cliff Tileset Winter_9,Ground,0,0,0,0,0,0
4206,Tileset Grass Cliff Tileset Winter_90,Ground,0,0,0,0,0,0
4207,Tileset Grass Cliff Tileset Winter_91,Ground,0,0,0,0,0,0
4208,Tileset Grass Cliff Tileset Winter_92,Ground,0,0,0,0,0,0
4209,Tileset Grass Cliff Tileset Winter_93,Ground,0,0,0,0,0,0
4210,Tileset Grass Cliff Tileset Winter_94,Ground,0,0,0,0,0,0
4211,Tileset Grass Cliff Tileset Winter_95,Ground,0,0,0,0,0,0
4212,Tileset Grass Cliff Tileset Winter_96,Ground,0,0,0,0,0,0
4213,Tileset Grass Cliff Tileset Winter_97,Ground,0,0,0,0,0,0
4214,Tileset Grass Cliff Tileset Winter_98,Ground,0,0,0,0,0,0
4215,Tileset Grass Cliff Tileset Winter_99,Ground,0,0,0,0,0,0
4216,Tileset Grass Deep Forest_0,Ground,0,0,0,0,0,0
4217,Tileset Grass Deep Forest_1,Ground,0,0,0,0,0,0
4218,Tileset Grass Deep Forest_10,Ground,0,0,0,0,0,0
4219,Tileset Grass Deep Forest_100,Ground,0,0,0,0,0,0
4220,Tileset Grass Deep Forest_101,Ground,0,0,0,0,0,0
4221,Tileset Grass Deep Forest_102,Ground,0,0,0,0,0,0
4222,Tileset Grass Deep Forest_103,Ground,0,0,0,0,0,0
4223,Tileset Grass Deep Forest_104,Ground,0,0,0,0,0,0
4224,Tileset Grass Deep Forest_105,Ground,0,0,0,0,0,0
4225,Tileset Grass Deep Forest_106,Ground,0,0,0,0,0,0
4226,Tileset Grass Deep Forest_107,Ground,0,0,0,0,0,0
4227,Tileset Grass Deep Forest_108,Ground,0,0,0,0,0,0
4228,Tileset Grass Deep Forest_109,Ground,0,0,0,0,0,0
4229,Tileset Grass Deep Forest_11,Ground,0,0,0,0,0,0
4230,Tileset Grass Deep Forest_110,Ground,0,0,0,0,0,0
4231,Tileset Grass Deep Forest_111,Ground,0,0,0,0,0,0
4232,Tileset Grass Deep Forest_112,Ground,0,0,0,0,0,0
4233,Tileset Grass Deep Forest_113,Ground,0,0,0,0,0,0
4234,Tileset Grass Deep Forest_114,Ground,0,0,0,0,0,0
4235,Tileset Grass Deep Forest_115,Ground,0,0,0,0,0,0
4236,Tileset Grass Deep Forest_116,Ground,0,0,0,0,0,0
4237,Tileset Grass Deep Forest_117,Ground,0,0,0,0,0,0
4238,Tileset Grass Deep Forest_118,Ground,0,0,0,0,0,0
4239,Tileset Grass Deep Forest_119,Ground,0,0,0,0,0,0
4240,Tileset Grass Deep Forest_12,Ground,0,0,0,0,0,0
4241,Tileset Grass Deep Forest_120,Ground,0,0,0,0,0,0
4242,Tileset Grass Deep Forest_121,Ground,0,0,0,0,0,0
4243,Tileset Grass Deep Forest_122,Ground,0,0,0,0,0,0
4244,Tileset Grass Deep Forest_123,Ground,0,0,0,0,0,0
4245,Tileset Grass Deep Forest_124,Ground,0,0,0,0,0,0
4246,Tileset Grass Deep Forest_125,Ground,0,0,0,0,0,0
4247,Tileset Grass Deep Forest_126,Ground,0,0,0,0,0,0
4248,Tileset Grass Deep Forest_127,Ground,0,0,0,0,0,0
4249,Tileset Grass Deep Forest_128,Ground,0,0,0,0,0,0
4250,Tileset Grass Deep Forest_129,Ground,0,0,0,0,0,0
4251,Tileset Grass Deep Forest_13,Ground,0,0,0,0,0,0
4252,Tileset Grass Deep Forest_130,Ground,0,0,0,0,0,0
4253,Tileset Grass Deep Forest_131,Ground,0,0,0,0,0,0
4254,Tileset Grass Deep Forest_132,Ground,0,0,0,0,0,0
4255,Tileset Grass Deep Forest_133,Ground,0,0,0,0,0,0
4256,Tileset Grass Deep Forest_134,Ground,0,0,0,0,0,0
4257,Tileset Grass Deep Forest_135,Ground,0,0,0,0,0,0
4258,Tileset Grass Deep Forest_136,Ground,0,0,0,0,0,0
4259,Tileset Grass Deep Forest_137,Ground,0,0,0,0,0,0
4260,Tileset Grass Deep Forest_138,Ground,0,0,0,0,0,0
4261,Tileset Grass Deep Forest_139,Ground,0,0,0,0,0,0
4262,Tileset Grass Deep Forest_14,Ground,0,0,0,0,0,0
4263,Tileset Grass Deep Forest_140,Ground,0,0,0,0,0,0
4264,Tileset Grass Deep Forest_141,Ground,0,0,0,0,0,0
4265,Tileset Grass Deep Forest_142,Ground,0,0,0,0,0,0
4266,Tileset Grass Deep Forest_143,Ground,0,0,0,0,0,0
4267,Tileset Grass Deep Forest_144,Ground,0,0,0,0,0,0
4268,Tileset Grass Deep Forest_145,Ground,0,0,0,0,0,0
4269,Tileset Grass Deep Forest_146,Ground,0,0,0,0,0,0
4270,Tileset Grass Deep Forest_147,Ground,0,0,0,0,0,0
4271,Tileset Grass Deep Forest_148,Ground,0,0,0,0,0,0
4272,Tileset Grass Deep Forest_149,Ground,0,0,0,0,0,0
4273,Tileset Grass Deep Forest_15,Ground,0,0,0,0,0,0
4274,Tileset Grass Deep Forest_150,Ground,0,0,0,0,0,0
4275,Tileset Grass Deep Forest_151,Ground,0,0,0,0,0,0
4276,Tileset Grass Deep Forest_152,Ground,0,0,0,0,0,0
4277,Tileset Grass Deep Forest_153,Ground,0,0,0,0,0,0
4278,Tileset Grass Deep Forest_154,Ground,0,0,0,0,0,0
4279,Tileset Grass Deep Forest_155,Ground,0,0,0,0,0,0
4280,Tileset Grass Deep Forest_156,Ground,0,0,0,0,0,0
4281,Tileset Grass Deep Forest_157,Ground,0,0,0,0,0,0
4282,Tileset Grass Deep Forest_158,Ground,0,0,0,0,0,0
4283,Tileset Grass Deep Forest_159,Ground,0,0,0,0,0,0
4284,Tileset Grass Deep Forest_16,Ground,0,0,0,0,0,0
4285,Tileset Grass Deep Forest_160,Ground,0,0,0,0,0,0
4286,Tileset Grass Deep Forest_161,Ground,0,0,0,0,0,0
4287,Tileset Grass Deep Forest_162,Ground,0,0,0,0,0,0
4288,Tileset Grass Deep Forest_163,Ground,0,0,0,0,0,0
4289,Tileset Grass Deep Forest_164,Ground,0,0,0,0,0,0
4290,Tileset Grass Deep Forest_165,Ground,0,0,0,0,0,0
4291,Tileset Grass Deep Forest_166,Ground,0,0,0,0,0,0
4292,Tileset Grass Deep Forest_167,Ground,0,0,0,0,0,0
4293,Tileset Grass Deep Forest_168,Ground,0,0,0,0,0,0
4294,Tileset Grass Deep Forest_169,Ground,0,0,0,0,0,0
4295,Tileset Grass Deep Forest_17,Ground,0,0,0,0,0,0
4296,Tileset Grass Deep Forest_170,Ground,0,0,0,0,0,0
4297,Tileset Grass Deep Forest_171,Ground,0,0,0,0,0,0
4298,Tileset Grass Deep Forest_172,Ground,0,0,0,0,0,0
4299,Tileset Grass Deep Forest_173,Ground,0,0,0,0,0,0
4300,Tileset Grass Deep Forest_174,Ground,0,0,0,0,0,0
4301,Tileset Grass Deep Forest_175,Ground,0,0,0,0,0,0
4302,Tileset Grass Deep Forest_176,Ground,0,0,0,0,0,0
4303,Tileset Grass Deep Forest_177,Ground,0,0,0,0,0,0
4304,Tileset Grass Deep Forest_178,Ground,0,0,0,0,0,0
4305,Tileset Grass Deep Forest_179,Ground,0,0,0,0,0,0
4306,Tileset Grass Deep Forest_18,Ground,0,0,0,0,0,0
4307,Tileset Grass Deep Forest_180,Ground,0,0,0,0,0,0
